file_path,experiment_id,position,trap_num,sample_id,treated,timepoint,species_label
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-12.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,12,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-13.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,13,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-14.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,14,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-15.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,15,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-16.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,16,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-17.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,17,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-18.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,18,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-19.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,19,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-20.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,20,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-21.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,21,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-22.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,22,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-23.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,23,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-24.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,24,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-25.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,25,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-26.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,26,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-27.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,27,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-28.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,28,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-29.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,29,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-30.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,30,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-31.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,31,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-32.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,32,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-16_id-43-16\phase-33.png,BV6126 AST FISH 201116,101,16,43-16,Untreated,33,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-00.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,0,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-01.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,1,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-02.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,2,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-03.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,3,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-04.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,4,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-05.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,5,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-06.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,6,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-07.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,7,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-08.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,8,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-09.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,9,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-10.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,10,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-11.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,11,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-12.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,12,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-13.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,13,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-14.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,14,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-15.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,15,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-16.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,16,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-17.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,17,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-18.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,18,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-19.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,19,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-20.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,20,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-21.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,21,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-22.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,22,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-23.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,23,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-24.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,24,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-25.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,25,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-26.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,26,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-27.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,27,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-28.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,28,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-29.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,29,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-30.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,30,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-31.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,31,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-32.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,32,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-30_id-43-08\phase-33.png,BV6126 AST FISH 201116,101,30,43-08,Untreated,33,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-00.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,0,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-01.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,1,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-02.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,2,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-03.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,3,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-04.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,4,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-05.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,5,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-06.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,6,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-07.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,7,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-08.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,8,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-09.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,9,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-10.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,10,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-11.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,11,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-12.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,12,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-13.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,13,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-14.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,14,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-15.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,15,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-16.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,16,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-17.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,17,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-18.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,18,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-19.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,19,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-20.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,20,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-21.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,21,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-22.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,22,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-23.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,23,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-24.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,24,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-25.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,25,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-26.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,26,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-27.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,27,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-28.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,28,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-29.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,29,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-30.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,30,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-31.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,31,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-32.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,32,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-40_id-43-18\phase-33.png,BV6126 AST FISH 201116,101,40,43-18,Untreated,33,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-00.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,0,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-01.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,1,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-02.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,2,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-03.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,3,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-04.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,4,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-05.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,5,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-06.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,6,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-07.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,7,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-08.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,8,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-09.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,9,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-10.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,10,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-11.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,11,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-12.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,12,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-13.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,13,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-14.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,14,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-15.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,15,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-16.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,16,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-17.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,17,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-18.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,18,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-19.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,19,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-20.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,20,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-21.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,21,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-22.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,22,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-23.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,23,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-24.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,24,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-25.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,25,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-26.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,26,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-27.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,27,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-28.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,28,P. aeruginosa
C:\Users\silve\Documents\210\data\Cropped-png-EXP-20-BV6126 AST FISH 201116\Pos101\trap-41_id-43-19\phase-29.png,BV6126 AST FISH 201116,101,41,43-19,Untreated,29,P. aeruginosa
